1,2021-05-17-2021-06-25,1,,,,Internet,['Dr Lucile Faurel'],ACC795,41849,A,2214,Continuing Registration
1,2021-06-30-2021-08-10,2,,,,Internet,['Dr Lucile Faurel'],ACC795,43505,B,2214,Continuing Registration
3,2021-05-17-2021-06-25,113,,,,Internet,['Mr Michael Tibbetts'],ACO100,42131,A,2214,"All About Data: Design, Query, and Visualization"
3,2021-05-17-2021-06-25,14,,,,Internet,['Mr Michael Tibbetts'],ACO100,42132,A,2214,"All About Data: Design, Query, and Visualization"
3,2021-06-30-2021-08-10,129,,,,Internet,['Mr Michael Tibbetts'],ACO100,42137,B,2214,"All About Data: Design, Query, and Visualization"
3,2021-06-30-2021-08-10,14,,,,Internet,['Mr Michael Tibbetts'],ACO100,42138,B,2214,"All About Data: Design, Query, and Visualization"
1,2021-05-17-2021-07-09,0,,,,Internet,"['Dr Suzanne Dietrich', 'Yasin Silva']",ACO399,44222,C,2214,Supervised Research
1,2021-05-17-2021-07-09,5,,,,Internet,['Kuai Xu'],ACO484,41454,C,2214,Internship
1,2021-05-17-2021-06-25,2,,,,Internet,['Kuai Xu'],ACO484,46100,A,2214,Internship
1,2021-06-30-2021-08-10,5,,,,,"['Kimberly Toms', 'Kuai Xu']",ACO484,46178,B,2214,Internship
6,2021-05-17-2021-08-10,1,,,,,['Select instructor during enrollment'],ACO484,47825,DYN,2214,Internship
3,2021-06-01-2021-08-17,1,,,,,['Dr Suzanne Dietrich'],ACO484,47867,DYN,2214,Internship
3,2021-05-24-2021-08-06,1,,,,,['Kuai Xu'],ACO484,47938,DYN,2214,Internship
1,2021-05-17-2021-06-25,1,,,,,['Dr Suzanne Dietrich'],ACO484,48300,A,2214,Internship
1,2021-06-30-2021-08-10,2,,,,,"['Dr Suzanne Dietrich', 'Kimberly Toms']",ACO484,48301,B,2214,Internship
1,2021-05-17-2021-07-09,2,,,,Internet,['Kuai Xu'],ACO499,44254,C,2214,Individualized Instruction
1,2021-06-30-2021-08-10,0,,,,Internet,['Feng Wang'],ACO499,46215,B,2214,Individualized Instruction
1,2021-05-17-2021-06-25,0,,,,Internet,['Feng Wang'],ACO499,46216,A,2214,Individualized Instruction
1,2021-05-17-2021-06-25,1,,,,,['Kuai Xu'],ACO499,48292,A,2214,Individualized Instruction
3,2021-05-17-2021-06-25,7,,,,Internet,['Jelena Milovanovic'],ACT301,43352,A,2214,Risk Management and Insurance
3,2021-05-17-2021-06-25,3,,,,Internet,['Jelena Milovanovic'],ACT301,43429,A,2214,Risk Management and Insurance
1,2021-05-17-2021-06-25,0,,,,Internet,['Jelena Milovanovic'],ACT584,45250,A,2214,Internship
1,2021-05-17-2021-07-09,0,,,,,['Select instructor during enrollment'],ACT593,48014,C,2214,Applied Project
3,2021-05-17-2021-06-25,19,,,,Internet,['Dawn Demps'],AFR200,46485,A,2214,Introduction to Africana Studies
3,2021-05-17-2021-06-25,38,,,,Internet,['Dawn Demps'],AFR200,46486,A,2214,Introduction to Africana Studies
3,2021-06-30-2021-08-10,9,,,,Internet,['Onyekachi Ekeogu'],AFR212,46481,B,2214,Introduction to Ethnic Studies in the U.S.
3,2021-06-30-2021-08-10,20,,,,Internet,['Onyekachi Ekeogu'],AFR212,46482,B,2214,Introduction to Ethnic Studies in the U.S.
3,2021-06-30-2021-08-10,7,,,,Internet,['Aaron Bae'],AFR350,43377,B,2214,Inequality and Diversity in Education
3,2021-06-30-2021-08-10,28,,,,Internet,['Aaron Bae'],AFR350,43378,B,2214,Inequality and Diversity in Education
3,2021-05-17-2021-06-25,30,,,,Internet,['Aaron Bae'],AFR350,44230,A,2214,Inequality and Diversity in Education
3,2021-05-17-2021-06-25,10,,,,Internet,['Aaron Bae'],AFR350,44723,A,2214,Inequality and Diversity in Education
3,2021-05-17-2021-06-25,24,,,,Internet,['Dawn Demps'],AFR375,41096,A,2214,"Race, Gender and Sport"
3,2021-05-17-2021-06-25,31,,,,Internet,['Dawn Demps'],AFR375,41097,A,2214,"Race, Gender and Sport"
3,2021-06-30-2021-08-10,41,,,,Internet,['Katherine Fuller'],AGB302,42930,B,2214,International Management and Agribusiness
3,2021-06-30-2021-08-10,72,,,,Internet,['Katherine Fuller'],AGB302,42931,B,2214,International Management and Agribusiness
3,2021-05-17-2021-06-25,5,,,,Internet,['Renee Hughner'],AGB445,44763,A,2214,Food Retailing
3,2021-05-17-2021-06-25,9,,,,Internet,['Renee Hughner'],AGB445,44764,A,2214,Food Retailing
1,2021-05-17-2021-07-09,0,,,,,['Mark Manfredo'],AGB484,40587,C,2214,Internship
1,2021-05-17-2021-07-09,2,,,,,['Mark Manfredo'],AGB595,40588,C,2214,Continuing Registration
1,2021-06-30-2021-08-10,1,,,,,['Mark Manfredo'],AGB595,42409,B,2214,Continuing Registration
1,2021-05-17-2021-07-09,0,,,,,['Mark Manfredo'],AGB792,40807,C,2214,Research
3,2021-05-17-2021-06-25,7,12:00 AM,12:00 PM,,Internet,['Michelle Hale'],AIS180,43724,A,2214,Introduction to American Indian Studies
3,2021-06-30-2021-08-10,8,,,,Internet,['Pam Yabeny'],AIS380,41865,B,2214,Contemporary Issues of American Indian Nations
1,2021-05-17-2021-07-09,1,,,,Internet,['Michelle Hale'],AIS484,42126,C,2214,Internship
3,2021-05-17-2021-07-09,0,,,,Internet,,AIS499,43353,C,2214,Individualized Instruction
1,2021-05-17-2021-07-09,0,,,,Internet,['Jennica Fulwilder'],AIS580,41874,C,2214,Practicum
1,2021-06-30-2021-08-10,0,12:00 AM,12:00 PM,,Internet,['Jennica Fulwilder'],AIS580,46163,B,2214,Practicum
1,2021-05-17-2021-07-09,1,,,,Internet,"['Michelle Hale', 'Tennille Marley', 'David Martinez', 'Myla Vicenti Carpio']",AIS590,43475,C,2214,Reading and Conference
1,2021-05-17-2021-07-09,0,12:00 AM,12:00 PM,,Internet,['Jennica Fulwilder'],AIS595,43457,C,2214,Continuing Registration
1,2021-05-17-2021-07-09,1,,,,Internet,['Jennica Fulwilder'],AIS599,41504,C,2214,Thesis
3,2021-05-17-2021-06-25,42,,,,Internet,"['Smilovsky,Nikolas']",ALA100,40811,A,2214,Introduction to Environmental Design
3,2021-05-17-2021-06-25,23,,,,Internet,"['Smilovsky,Nikolas']",ALA100,40817,A,2214,Introduction to Environmental Design
3,2021-05-17-2021-07-09,15,,,,Internet,['Stacey Moran'],AME130,47639,C,2214,Prototyping Dreams
3,2021-06-30-2021-08-10,22,,,,Internet,"['Stacey Moran', 'Adam Nocek']",AME394,45777,B,2214,Special Topics
3,2021-05-17-2021-07-09,12,,,,Internet,['Mr David Tinapple'],AME394,48098,C,2214,Special Topics
3,2021-06-30-2021-08-10,13,,,,Internet,"['Stacey Moran', 'Adam Nocek']",AME494,45778,B,2214,Special Topics
1,2021-05-17-2021-07-09,0,,,,Stauffer Comm B B123 (Tempe),['Mr Pavan Turaga'],AME499,48194,C,2214,Individualized Instruction
3,2021-06-30-2021-08-10,0,,,,,['Mr Todd Ingalls'],AME584,46221,B,2214,Internship
3,2021-05-17-2021-07-09,1,12:00 AM,12:00 PM,,Stauffer Comm B B123 (Tempe),['Mr Pavan Turaga'],AME590,47604,C,2214,Reading And Conference
1,2021-06-30-2021-08-10,0,,,,,['Assegid Kidane'],AME590,48356,B,2214,Reading And Conference
1,2021-05-17-2021-07-09,0,,,,Internet,['Select instructor during enrollment'],AML790,41234,C,2214,Reading and Conference
1,2021-05-17-2021-06-25,0,,,,Internet,['Emilia Martins'],ANB790,40672,A,2214,Reading and Conference
1,2021-06-30-2021-08-10,0,,,,Internet,['Emilia Martins'],ANB790,40673,B,2214,Reading and Conference
1,2021-05-17-2021-06-25,4,,,,Internet,['Emilia Martins'],ANB792,40674,A,2214,Research
1,2021-06-30-2021-08-10,4,,,,Internet,['Emilia Martins'],ANB792,40675,B,2214,Research
1,2021-05-17-2021-06-25,0,,,,Internet,['Emilia Martins'],ANB795,40676,A,2214,Continuing Registration
1,2021-06-30-2021-08-10,0,,,,Internet,['Emilia Martins'],ANB795,40677,B,2214,Continuing Registration
1,2021-05-17-2021-06-25,2,,,,Internet,['Emilia Martins'],ANB799,40678,A,2214,Dissertation
1,2021-06-30-2021-08-10,1,,,,Internet,['Emilia Martins'],ANB799,40679,B,2214,Dissertation
3,2021-06-30-2021-08-10,4,,,,Internet,['Onyekachi Ekeogu'],APA210,46479,B,2214,Introduction to Ethnic Studies in the U.S.
3,2021-06-30-2021-08-10,6,,,,Internet,['Onyekachi Ekeogu'],APA210,46480,B,2214,Introduction to Ethnic Studies in the U.S.
3,2021-06-30-2021-08-10,2,,,,Internet,['Aaron Bae'],APA350,43368,B,2214,Inequality and Diversity in Education
3,2021-06-30-2021-08-10,10,,,,Internet,['Aaron Bae'],APA350,43369,B,2214,Inequality and Diversity in Education
3,2021-05-17-2021-06-25,9,,,,Internet,['Aaron Bae'],APA350,44229,A,2214,Inequality and Diversity in Education
3,2021-05-17-2021-06-25,3,,,,Internet,['Aaron Bae'],APA350,44701,A,2214,Inequality and Diversity in Education
3,2021-05-17-2021-06-25,2,,,,Internet,['Rachel Frail'],APH414,44376,A,2214,Great Cities
3,2021-05-17-2021-06-25,12,,,,Internet,['Rachel Frail'],APH414,44377,A,2214,Great Cities
3,2021-05-17-2021-06-25,5,,,,Internet,['Rachel Frail'],APH598,45913,A,2214,Special Topics
3,2021-05-17-2021-06-25,0,,,,Internet,['Rachel Frail'],APH598,47969,A,2214,Special Topics
1,2021-05-17-2021-06-25,2,,,,Internet,"['Dieter Armbruster', 'Dr Steven Baer', 'Erika Tatiana Camacho', 'Charles Colbourn', 'Sharon Crook', 'Mrs Malena Espanol', 'Carl Gardner', 'Abba Gumel', 'Mr Zdzislaw Jackiewicz', 'Ioannis Kamarianakis', 'Yun Kang', 'Mr Matthias Kawski', 'Mr Eric Kostelich', 'Dr Yang Kuang', 'Nicolas Lanchier', 'Juan Lopez', 'Dr Alex Mahalov', 'Fabio Milner', 'Mr Sebastien Motsch', 'Rodrigo Platte', 'Dr Rosemary Renaut', 'Dr Hal Smith', 'Sergei Suslov', 'Wenbo Tang', 'Dr Horst Thieme', 'Dr Bruno Welfert']",APM792,40638,A,2214,Research
1,2021-06-30-2021-08-10,5,,,,Internet,"['Dieter Armbruster', 'Dr Steven Baer', 'Erika Tatiana Camacho', 'Marilyn Carlson', 'Charles Colbourn', 'Sharon Crook', 'Mrs Malena Espanol', 'Carl Gardner', 'Anne Gelb', 'Mr Petar Jevtic', 'Yun Kang', 'Mr Matthias Kawski', 'Mr Eric Kostelich', 'Dr Yang Kuang', 'Nicolas Lanchier', 'Juan Lopez', 'Dr Alex Mahalov', 'Mr Sebastien Motsch', 'Rodrigo Platte', 'Dr Rosemary Renaut', 'Dr Hal Smith', 'Sergei Suslov', 'Wenbo Tang', 'Dr Horst Thieme', 'Dr Bruno Welfert']",APM792,40639,B,2214,Research
1,2021-05-17-2021-07-09,15,,,,Internet,"['Dieter Armbruster', 'Al Boggess', 'Erika Tatiana Camacho', 'Charles Colbourn', 'Sharon Crook', 'Mrs Malena Espanol', 'Susanna Fishel', 'Abba Gumel', 'Mr Paul Hahn', 'Mr Petar Jevtic', 'Mr Eric Kostelich', 'Nicolas Lanchier', 'Juan Lopez', 'Dr Alex Mahalov', 'Dr Hans Mittelmann', 'Mr Sebastien Motsch', 'Mohamed Moustaoui', 'Rodrigo Platte', 'Dr Rosemary Renaut', 'Dr Bruno Welfert', 'Dr Stephen Wirkus']",APM792,41909,C,2214,Research
1,2021-05-17-2021-07-09,1,12:00 AM,12:00 PM,,Internet,"['Dieter Armbruster', 'Erika Tatiana Camacho', 'Sharon Crook', 'Abba Gumel', 'Mr Matthias Kawski', 'Hal Kierstead', 'Dr Yang Kuang', 'Rodrigo Platte']",APM795,44241,C,2214,Continuing Registration
1,2021-05-17-2021-07-09,1,12:00 AM,12:00 PM,,Internet,['Select instructor during enrollment'],APM799,44275,C,2214,Dissertation
1,2021-06-30-2021-08-10,0,,,,Internet,['Ms Betsy Fahlman'],ARA484,41057,B,2214,Internship
1,2021-05-17-2021-06-25,0,,,,Internet,['Ms Betsy Fahlman'],ARA484,45961,A,2214,Internship
3,2021-05-17-2021-06-25,7,,,,Internet,['Sarah Risha'],ARB335,42663,A,2214,Arabic Culture and Islam
3,2021-05-17-2021-06-25,22,,,,Internet,['Sarah Risha'],ARB335,43415,A,2214,Arabic Culture and Islam
2,2021-05-17-2021-07-09,1,,,,,['Philip Horton'],ARP484,46639,C,2214,Internship
2,2021-05-17-2021-08-06,23,,,,,['Philip Horton'],ARP584,41546,DYN,2214,Internship
1,2021-06-30-2021-08-10,0,,,,,['Philip Horton'],ARP598,48173,B,2214,Special Topics
3,2021-05-17-2021-06-25,21,,,,Internet,['Sherry Harlacher'],ARS100,40321,A,2214,Introduction to Art
3,2021-05-17-2021-06-25,63,,,,Internet,['Sherry Harlacher'],ARS100,40960,A,2214,Introduction to Art
3,2021-05-17-2021-06-25,19,,,,Internet,['Heather Bowyer'],ARS101,40138,A,2214,Art from Prehistory Through Middle Ages
3,2021-05-17-2021-06-25,111,,,,Internet,['Heather Bowyer'],ARS101,40961,A,2214,Art from Prehistory Through Middle Ages
3,2021-06-30-2021-08-10,20,,,,Internet,['Claudia Mesch'],ARS102,41794,B,2214,Art from Renaissance to Modernism
3,2021-06-30-2021-08-10,84,,,,Internet,['Claudia Mesch'],ARS102,41795,B,2214,Art from Renaissance to Modernism
3,2021-06-30-2021-08-10,11,,,,Internet,['Ms Betsy Fahlman'],ARS250,40667,B,2214,History of Photography
3,2021-06-30-2021-08-10,113,,,,Internet,['Ms Betsy Fahlman'],ARS250,40949,B,2214,History of Photography
3,2021-06-30-2021-08-10,34,,,,Internet,['Sherry Harlacher'],ARS300,42581,B,2214,Introduction to Art
3,2021-06-30-2021-08-10,10,,,,Internet,['Sherry Harlacher'],ARS300,42582,B,2214,Introduction to Art
3,2021-06-30-2021-08-10,12,,,,Internet,['Heather Bowyer'],ARS330,43939,B,2214,The Portrait
3,2021-06-30-2021-08-10,34,,,,Internet,['Heather Bowyer'],ARS330,43940,B,2214,The Portrait
3,2021-06-30-2021-08-10,62,,,,Internet,['Jennifer McCabe'],ARS350,46814,B,2214,Museums: Meaning and Function
3,2021-06-30-2021-08-10,15,,,,Internet,['Jennifer McCabe'],ARS350,46815,B,2214,Museums: Meaning and Function
3,2021-05-17-2021-06-25,15,,,,Internet,['Deborah Deacon'],ARS370,47233,A,2214,The Art of the Comic
3,2021-05-17-2021-06-25,60,,,,Internet,['Deborah Deacon'],ARS370,47234,A,2214,The Art of the Comic
3,2021-06-30-2021-08-10,8,,,,Internet,['Michael Amundsen'],ARS394,46964,B,2214,Special Topics
3,2021-05-17-2021-06-25,20,,,,Internet,['Lori Ettlinger Gross'],ARS394,47236,A,2214,Special Topics
3,2021-05-17-2021-06-25,4,,,,Internet,['Lori Ettlinger Gross'],ARS394,47237,A,2214,Special Topics
3,2021-06-30-2021-08-10,15,,,,Internet,['Lori Ettlinger Gross'],ARS394,47238,B,2214,Special Topics
3,2021-06-30-2021-08-10,6,,,,Internet,['Lori Ettlinger Gross'],ARS394,47239,B,2214,Special Topics
3,2021-05-17-2021-06-25,38,,,,Internet,['Dr Nancy Serwint'],ARS402,46816,A,2214,Art of Ancient Egypt
3,2021-05-17-2021-06-25,8,,,,Internet,['Dr Nancy Serwint'],ARS402,46817,A,2214,Art of Ancient Egypt
3,2021-06-30-2021-08-10,48,,,,Internet,['Deborah Deacon'],ARS445,46818,B,2214,History of Animation
3,2021-06-30-2021-08-10,34,,,,Internet,['Deborah Deacon'],ARS445,46819,B,2214,History of Animation
3,2021-05-17-2021-06-25,28,,,,Internet,['Sarah Gossett'],ARS473,47303,A,2214,Art of Japan
3,2021-05-17-2021-06-25,48,,,,Internet,['Sarah Gossett'],ARS473,47304,A,2214,Art of Japan
1,2021-05-17-2021-06-25,0,,,,Internet,['Ms Betsy Fahlman'],ARS484,41055,A,2214,Internship
1,2021-06-30-2021-08-10,0,,,,Internet,['Ms Betsy Fahlman'],ARS484,41056,B,2214,Internship
1,2021-06-30-2021-08-10,0,,,,Internet,['Ms Betsy Fahlman'],ARS484,41223,B,2214,Internship
3,2021-05-17-2021-06-25,13,,,,Internet,['Grant Vetter'],ARS494,45540,A,2214,Special Topics
3,2021-05-17-2021-06-25,1,,,,Internet,['Grant Vetter'],ARS494,45541,A,2214,Special Topics
3,2021-05-17-2021-06-25,19,,,,Internet,['Maura Reilly'],ARS494,46820,A,2214,Special Topics
3,2021-05-17-2021-06-25,3,,,,Internet,['Maura Reilly'],ARS494,46821,A,2214,Special Topics
1,2021-06-30-2021-08-10,0,,,,Internet,['Ms Betsy Fahlman'],ARS499,45290,B,2214,Individualized Instruction
1,2021-05-17-2021-06-25,1,,,,Internet,['Maura Reilly'],ARS590,47423,A,2214,Reading and Conference
1,2021-05-17-2021-07-09,0,,,,,['Dr Claudia Brown'],ARS595,46110,C,2214,Continuing Registration
1,2021-06-30-2021-08-10,2,,,,Internet,['Ms Betsy Fahlman'],ARS595,46128,B,2214,Continuing Registration
1,2021-05-17-2021-07-09,0,,,,Internet,['Dr Nancy Serwint'],ARS795,45230,C,2214,Continuing Registration
1,2021-05-17-2021-07-09,0,,,,Internet,['Corine Schleif'],ARS795,45231,C,2214,Continuing Registration
1,2021-06-30-2021-08-10,2,,,,,['Dr Claudia Brown'],ARS795,48324,B,2214,Continuing Registration
1,2021-05-17-2021-07-09,1,,,,Internet,['Dr Nancy Serwint'],ARS799,45403,C,2214,Dissertation
1,2021-05-17-2021-07-09,1,,,,,['Corine Schleif'],ARS799,48102,C,2214,Dissertation
3,2021-05-17-2021-06-25,33,11:50 AM,2:00 PM,T Th,,['Turner Davis'],ART110,41830,A,2214,Drawing as Seeing and Thinking
3,2021-05-17-2021-06-25,33,,,,Internet,['melissa m button'],ART110,41829,A,2214,Drawing as Seeing and Thinking
3,2021-05-17-2021-06-25,9,,,,Internet,['Stephanie Gonzalez'],ART116,44015,A,2214,Introduction to Digital Media
3,2021-05-17-2021-06-25,19,,,,Internet,['Stephanie Gonzalez'],ART116,44016,A,2214,Introduction to Digital Media
3,2021-05-17-2021-06-25,29,,,,Internet,['Cheryle St Onge'],ART206,43146,A,2214,Digital Photography I
3,2021-05-17-2021-06-25,10,,,,Internet,['Cheryle St Onge'],ART206,43174,A,2214,Digital Photography I
3,2021-06-30-2021-08-10,23,,,,Internet,['Granville Carroll'],ART207,43531,B,2214,Digital Photography II
3,2021-06-30-2021-08-10,8,,,,Internet,['Granville Carroll'],ART207,43550,B,2214,Digital Photography II
3,2021-06-30-2021-08-10,5,10:10 AM,2:10 PM,M T W Th,Art Bldg. 420 (Tempe),['Dean Reynolds'],ART214,46807,B,2214,Figure Drawing
3,2021-05-17-2021-06-25,5,9:00 AM,1:00 PM,M T W Th,Art Bldg. 320 (Tempe),['melissa m button'],ART223,43918,A,2214,Painting
3,2021-06-30-2021-08-10,7,,,,Internet,['Megan Johnson'],ART227,44877,B,2214,Watercolor
3,2021-05-17-2021-06-25,8,3:00 PM,7:00 PM,M T W Th,Art Bldg. 132 (Tempe),['Danica Marlin'],ART231,47358,A,2214,Sculpture I
3,2021-06-30-2021-08-10,6,3:00 PM<br/>12:00 AM,6:15 PM<br/>12:00 AM,M T W<br/>&nbsp;,Art Bldg. 132 (Tempe),['Haylee Bolinger'],ART294,48081,B,2214,Special Topics
3,2021-06-30-2021-08-10,21,,,,Internet,['Turner Davis'],ART312,46806,B,2214,Illustration
3,2021-06-30-2021-08-10,6,10:10 AM,2:10 PM,M T W Th,Art Bldg. 420 (Tempe),['Dean Reynolds'],ART314,46808,B,2214,Intermediate Figure Drawing
3,2021-06-30-2021-08-10,3,10:10 AM,2:10 PM,M T W Th,Art Bldg. 132 (Tempe),['Haylee Bolinger'],ART331,47356,B,2214,Sculpture II
3,2021-05-17-2021-06-25,4,9:00 AM,12:15 PM,M T W,Art Bldg. 326 (Tempe),['melissa m button'],ART394,43060,A,2214,Special Topics
3,2021-05-17-2021-06-25,17,5:25 PM,7:30 PM,M T W,Art Bldg. 301 (Tempe),['Timothy Garner'],ART394,44495,A,2214,Special Topics
3,2021-06-30-2021-08-10,9,,,,Internet,['Megan Johnson'],ART394,44878,B,2214,Special Topics
3,2021-06-30-2021-08-10,10,,,,Internet,"['Gabriel Vinas', 'Staff']",ART394,44879,B,2214,Special Topics
3,2021-06-30-2021-08-10,7,11:00 AM,12:45 PM,M T W,ASU Sync Tempe,['Ryan Parra'],ART394,45050,B,2214,Special Topics
3,2021-06-30-2021-08-10,6,10:10 AM,2:10 PM,M T W Th,Art Bldg. 132 (Tempe),['Haylee Bolinger'],ART394,46810,B,2214,Special Topics
3,2021-06-30-2021-08-10,27,,,,Internet,['Ashley Czajkowski'],ART394,46811,B,2214,Special Topics
3,2021-06-30-2021-08-10,1,,,,Internet,['Ashley Czajkowski'],ART394,46812,B,2214,Special Topics
3,2021-06-30-2021-08-10,7,,,,Internet,['Michael Amundsen'],ART394,46965,B,2214,Special Topics
3,2021-06-30-2021-08-10,17,,,,Internet,['James Krahe'],ART394,47310,B,2214,Special Topics
3,2021-05-17-2021-06-25,3,3:00 PM,7:00 PM,M T W Th,Art Bldg. 132 (Tempe),['Danica Marlin'],ART394,47359,A,2214,Special Topics
4,2021-05-17-2021-06-25,14,,,,Internet,['Ms Morgan Anderson'],ART394,47398,A,2214,Special Topics
3,2021-06-30-2021-08-10,3,3:00 PM<br/>12:00 AM,6:15 PM<br/>12:00 AM,M T W<br/>&nbsp;,Art Bldg. 132 (Tempe),['Haylee Bolinger'],ART394,48082,B,2214,Special Topics
3,2021-06-30-2021-08-10,18,,,,Internet,['Rosalind Harlow'],ART402,43925,B,2214,Traditional Genres in Photography
3,2021-06-30-2021-08-10,0,,,,Internet,['Rosalind Harlow'],ART402,43926,B,2214,Traditional Genres in Photography
